Reaction,role,metabolite
R01421,substrate,C06206
R01421,substrate,C00001
R01421,product,C00180
R01421,product,C00009
R01424,substrate,C01586
R01424,substrate,C00001
R01424,product,C00180
R01424,product,C00037
R01432,substrate,C00181
R01432,product,C00310
R01433,substrate,C00181
R01433,substrate,C02352
R01433,product,C02352
R01433,product,C00001
R01434,substrate,C00183
R01434,substrate,C00001
R01434,substrate,C00003
R01434,product,C00141
R01434,product,C00014
R01434,product,C00004
R01434,product,C00080
R01445,substrate,C00185
R01445,product,C02964
R01446,substrate,C00424
R01446,substrate,C00003
R01446,substrate,C00001
R01446,product,C00186
R01446,product,C00004
R01446,product,C00080
R01449,substrate,C00827
R01449,substrate,C00163
R01449,product,C00186
R01449,product,C00100
R01450,substrate,C00186
R01450,product,C00256
R01457,substrate,C00187
R01457,substrate,C00006
R01457,product,C01802
R01457,product,C00080
R01457,product,C00005
R01459,substrate,C00187
R01459,substrate,C00007
R01459,product,C00599
R01459,product,C00027
R01465,substrate,C00188
R01465,substrate,C00003
R01465,product,C03508
R01465,product,C00004
R01465,product,C00080
R01466,substrate,C01102
R01466,substrate,C00001
R01466,product,C00188
R01466,product,C00009
R01470,substrate,C01233
R01470,substrate,C00001
R01470,product,C00189
R01470,product,C00093
R01478,substrate,C00001
R01478,substrate,C03033
R01478,product,C00191
R01478,product,C00069
R01482,substrate,C00191
R01482,product,C00905
R01492,substrate,C00002
R01492,substrate,C00853
R01492,product,C00536
R01492,product,C00194
R01498,substrate,C01190
R01498,substrate,C00001
R01498,product,C00031
R01498,product,C00195
R01512,substrate,C00002
R01512,substrate,C00197
R01512,product,C00008
R01512,product,C00236
R01513,substrate,C00197
R01513,substrate,C00003
R01513,product,C03232
R01513,product,C00004
R01513,product,C00080
R01514,substrate,C00002
R01514,substrate,C00258
R01514,product,C00008
R01514,product,C00197
R01515,substrate,C00236
R01515,substrate,C00001
R01515,product,C00197
R01515,product,C00009
R01518,substrate,C00631
R01518,product,C00197
R01519,substrate,C00198
R01519,substrate,C00001
R01519,product,C00257
R01526,substrate,C00002
R01526,substrate,C00309
R01526,product,C00008
R01526,product,C00199
R01528,substrate,C00345
R01528,substrate,C00006
R01528,product,C00199
R01528,product,C00011
R01528,product,C00005
R01528,product,C00080
R01529,substrate,C00199
R01529,product,C00231
R01530,substrate,C01112
R01530,product,C00199
R01540,substrate,C00817
R01540,product,C00204
R01540,product,C00001
R01541,substrate,C00002
R01541,substrate,C00204
R01541,product,C00008
R01541,product,C04442
R01542,substrate,C00204
R01542,substrate,C00003
R01542,product,C04349
R01542,product,C00004
R01542,product,C00080
R01547,substrate,C00002
R01547,substrate,C00360
R01547,product,C00008
R01547,product,C00206
R01555,substrate,C00208
R01555,substrate,C00009
R01555,product,C00031
R01555,product,C00663
R01557,substrate,C00208
R01557,product,C01083
R01560,substrate,C00212
R01560,substrate,C00001
R01560,product,C00294
R01560,product,C00014
R01561,substrate,C00212
R01561,substrate,C00009
R01561,product,C00147
R01561,product,C00620
R01562,substrate,C01367
R01562,substrate,C00001
R01562,product,C00212
R01562,product,C00009
R01567,substrate,C00002
R01567,substrate,C00214
R01567,product,C00008
R01567,product,C00364
R01569,substrate,C00364
R01569,substrate,C00001
R01569,product,C00214
R01569,product,C00009
R01570,substrate,C00214
R01570,substrate,C00009
R01570,product,C00178
R01570,product,C00672
R01577,substrate,C00216
R01577,product,C00309
R01579,substrate,C00819
R01579,substrate,C00001
R01579,product,C00217
R01579,product,C00014
R01586,substrate,C00218
R01586,substrate,C00025
R01586,product,C00014
R01586,product,C01046
R01600,substrate,C00002
R01600,substrate,C00221
R01600,product,C00008
R01600,product,C01172
R01602,substrate,C00267
R01602,product,C00221
R01618,substrate,C00224
R01618,substrate,C00002
R01618,product,C00059
R01618,product,C01260
R01621,substrate,C00231
R01621,substrate,C00009
R01621,product,C00227
R01621,product,C00118
R01621,product,C00001
R01623,substrate,C00229
R01623,substrate,C00001
R01623,product,C01134
R01623,product,C03688
R01624,substrate,C00024
R01624,substrate,C00229
R01624,product,C00010
R01624,product,C03939
R01625,substrate,C00010
R01625,substrate,C03688
R01625,product,C00054
R01625,product,C00229
R01626,substrate,C00083
R01626,substrate,C00229
R01626,product,C00010
R01626,product,C01209
R01627,substrate,C02637
R01627,product,C00230
R01627,product,C00001
R01631,substrate,C00230
R01631,substrate,C00007
R01631,product,C01163
R01639,substrate,C00002
R01639,substrate,C00310
R01639,product,C00008
R01639,product,C00231
R01641,substrate,C05382
R01641,substrate,C00118
R01641,product,C00117
R01641,product,C00231
R01644,substrate,C00989
R01644,substrate,C00003
R01644,product,C00232
R01644,product,C00004
R01644,product,C00080
R01645,substrate,C05601
R01645,product,C00232
R01645,product,C00022
R01647,substrate,C00232
R01647,substrate,C00022
R01647,product,C06201
R01648,substrate,C00334
R01648,substrate,C00026
R01648,product,C00232
R01648,product,C00025
R01651,substrate,C00233
R01651,substrate,C00010
R01651,substrate,C00003
R01651,product,C02939
R01651,product,C00011
R01651,product,C00004
R01651,product,C00080
R01655,substrate,C00445
R01655,substrate,C00001
R01655,product,C00234
R01655,product,C00080
R01658,substrate,C00235
R01658,substrate,C00129
R01658,product,C00013
R01658,product,C00341
R01663,substrate,C00239
R01663,substrate,C00001
R01663,product,C00365
R01663,product,C00014
R01664,substrate,C00239
R01664,substrate,C00001
R01664,product,C00881
R01664,product,C00009
R01665,substrate,C00002
R01665,substrate,C00239
R01665,product,C00008
R01665,product,C00705
R01666,substrate,C00002
R01666,substrate,C00881
R01666,product,C00008
R01666,product,C00239
R01668,substrate,C00458
R01668,substrate,C00001
R01668,product,C00239
R01668,product,C00013
R01676,substrate,C00242
R01676,substrate,C00001
R01676,product,C00385
R01676,product,C00014
R01678,substrate,C00243
R01678,substrate,C00001
R01678,product,C00267
R01678,product,C00124
R01682,substrate,C00506
R01682,product,C00245
R01682,product,C00011
R01684,substrate,C00245
R01684,substrate,C00026
R01684,product,C00593
R01684,product,C00025
R01687,substrate,C03193
R01687,substrate,C00245
R01687,product,C00012
R01687,product,C05844
R01688,substrate,C00002
R01688,substrate,C00246
R01688,product,C00008
R01688,product,C02527
R01698,substrate,C00579
R01698,substrate,C00003
R01698,product,C00248
R01698,product,C00004
R01698,product,C00080
R01699,substrate,C00022
R01699,substrate,C15972
R01699,product,C16255
R01699,product,C00011
R01700,substrate,C00026
R01700,substrate,C15972
R01700,product,C16254
R01700,product,C00011
R01701,substrate,C00141
R01701,substrate,C15972
R01701,product,C15977
R01701,product,C00011
R01702,substrate,C00233
R01702,substrate,C15972
R01702,product,C15975
R01702,product,C00011
R01710,substrate,C00534
R01710,substrate,C00001
R01710,substrate,C00007
R01710,product,C00250
R01710,product,C00014
R01710,product,C00027
R01711,substrate,C00314
R01711,substrate,C00007
R01711,product,C00250
R01711,product,C00027
R01714,substrate,C01269
R01714,product,C00251
R01714,product,C00009
R01715,substrate,C00251
R01715,product,C00254
R01716,substrate,C00251
R01716,substrate,C00064
R01716,product,C11355
R01716,product,C00025
R01717,substrate,C00251
R01717,product,C00885
R01718,substrate,C00252
R01718,substrate,C00001
R01718,product,C00267
R01718,product,C00031
R01724,substrate,C01185
R01724,substrate,C00013
R01724,substrate,C00008
R01724,substrate,C00009
R01724,product,C00253
R01724,product,C00119
R01724,product,C00002
R01724,product,C00001
R01724,product,C00080
R01728,substrate,C00254
R01728,substrate,C00003
R01728,product,C01179
R01728,product,C00011
R01728,product,C00004
R01728,product,C00080
R01731,substrate,C00036
R01731,substrate,C00826
R01731,product,C00049
R01731,product,C00254
R01736,substrate,C03451
R01736,substrate,C00001
R01736,product,C00051
R01736,product,C00256
R01737,substrate,C00002
R01737,substrate,C00257
R01737,product,C00008
R01737,product,C00345
R01739,substrate,C00257
R01739,substrate,C00006
R01739,product,C06473
R01739,product,C00005
R01739,product,C00080
R01741,substrate,C00257
R01741,substrate,C00016
R01741,product,C06473
R01741,product,C01352
R01745,substrate,C00258
R01745,substrate,C00003
R01745,product,C01146
R01745,product,C00004
R01745,product,C00080
R01747,substrate,C00258
R01747,substrate,C00006
R01747,product,C01146
R01747,product,C00005
R01747,product,C00080
R01751,substrate,C00898
R01751,product,C00258
R01751,product,C00011
R01752,substrate,C00577
R01752,substrate,C00003
R01752,substrate,C00001
R01752,product,C00258
R01752,product,C00004
R01752,product,C00080
R01761,substrate,C00259
R01761,product,C00508
R01762,substrate,C02474
R01762,substrate,C00001
R01762,product,C02474
R01762,product,C00259
R01764,substrate,C02137
R01764,product,C00261
R01764,product,C00011
R01768,substrate,C00262
R01768,substrate,C00003
R01768,substrate,C00001
R01768,product,C00385
R01768,product,C00004
R01768,product,C00080
R01771,substrate,C00002
R01771,substrate,C00263
R01771,product,C00008
R01771,product,C01102
R01773,substrate,C00263
R01773,substrate,C00003
R01773,product,C00441
R01773,product,C00004
R01773,product,C00080
R01775,substrate,C00263
R01775,substrate,C00006
R01775,product,C00441
R01775,product,C00005
R01775,product,C00080
R01776,substrate,C00024
R01776,substrate,C00263
R01776,product,C00010
R01776,product,C01077
R01777,substrate,C00091
R01777,substrate,C00263
R01777,product,C00010
R01777,product,C01118
R01779,substrate,C01086
R01779,substrate,C00006
R01779,product,C00264
R01779,product,C00005
R01779,product,C00080
R01781,substrate,C01380
R01781,substrate,C00003
R01781,product,C00266
R01781,product,C00004
R01781,product,C00080
R01786,substrate,C00002
R01786,substrate,C00267
R01786,product,C00008
R01786,product,C00668
R01790,substrate,C00369
R01790,substrate,C00001
R01790,product,C00031
R01790,product,C00369
R01791,substrate,C00721
R01791,substrate,C00001
R01791,product,C00031
R01791,product,C00721
R01799,substrate,C00063
R01799,substrate,C00416
R01799,product,C00013
R01799,product,C00269
R01800,substrate,C00269
R01800,substrate,C00065
R01800,product,C00055
R01800,product,C02737
R01801,substrate,C00269
R01801,substrate,C00093
R01801,product,C00055
R01801,product,C03892
R01811,substrate,C00270
R01811,product,C00645
R01811,product,C00022
R01818,substrate,C00275
R01818,product,C00636
R01819,substrate,C00275
R01819,product,C05345
R01823,substrate,C00089
R01823,substrate,C00718
R01823,product,C00095
R01823,product,C00718
R01824,substrate,C01935
R01824,product,C06400
R01825,substrate,C00279
R01825,substrate,C00003
R01825,substrate,C00001
R01825,product,C03393
R01825,product,C00004
R01825,product,C00080
R01826,substrate,C00074
R01826,substrate,C00279
R01826,substrate,C00001
R01826,product,C04691
R01826,product,C00009
R01827,substrate,C05382
R01827,substrate,C00118
R01827,product,C00279
R01827,product,C05345
R01829,substrate,C00447
R01829,product,C00111
R01829,product,C00279
R01830,substrate,C05345
R01830,substrate,C00118
R01830,product,C00279
R01830,product,C00231
R01851,substrate,C00409
R01851,substrate,C00007
R01851,substrate,C00001
R01851,product,C00283
R01851,product,C00067
R01851,product,C00027
R01856,substrate,C00286
R01856,substrate,C00001
R01856,product,C00330
R01856,product,C00536
R01857,substrate,C00002
R01857,substrate,C00361
R01857,product,C00008
R01857,product,C00286
R01858,substrate,C00286
R01858,substrate,C00022
R01858,product,C00361
R01858,product,C00074
R01859,substrate,C00002
R01859,substrate,C00100
R01859,substrate,C00288
R01859,product,C00008
R01859,product,C00009
R01859,product,C00683
R01863,substrate,C00294
R01863,substrate,C00009
R01863,product,C00262
R01863,product,C00620
R01868,substrate,C00337
R01868,substrate,C15602
R01868,product,C00295
R01868,product,C15603
R01869,substrate,C00337
R01869,substrate,C00003
R01869,product,C00295
R01869,product,C00080
R01869,product,C00004
R01870,substrate,C01103
R01870,substrate,C00013
R01870,product,C00295
R01870,product,C00119
R01873,substrate,C00296
R01873,substrate,C00113
R01873,product,C01359
R01873,product,C00944
R01876,substrate,C00299
R01876,substrate,C00009
R01876,product,C00106
R01876,product,C00620
R01877,substrate,C01368
R01877,substrate,C00001
R01877,product,C00299
R01877,product,C00009
R01878,substrate,C00475
R01878,substrate,C00001
R01878,product,C00299
R01878,product,C00014
R01884,substrate,C00791
R01884,substrate,C00001
R01884,product,C00300
R01895,substrate,C00474
R01895,substrate,C00003
R01895,product,C00309
R01895,product,C00004
R01895,product,C00080
R01896,substrate,C00379
R01896,substrate,C00003
R01896,product,C00310
R01896,product,C00004
R01896,product,C00080
R01898,substrate,C00310
R01898,product,C00476
R01899,substrate,C00311
R01899,substrate,C00006
R01899,product,C05379
R01899,product,C00005
R01899,product,C00080
R01900,substrate,C00311
R01900,product,C00417
R01900,product,C00001
R01901,substrate,C00002
R01901,substrate,C00312
R01901,product,C00008
R01901,product,C03291
R01902,substrate,C00002
R01902,substrate,C00312
R01902,product,C00008
R01902,product,C06441
R01909,substrate,C00002
R01909,substrate,C00314
R01909,product,C00008
R01909,product,C00627
R01917,substrate,C00002
R01917,substrate,C00051
R01917,substrate,C00315
R01917,product,C00008
R01917,product,C00009
R01917,product,C05730
R01918,substrate,C05730
R01918,substrate,C00001
R01918,product,C00051
R01918,product,C00315
R01920,substrate,C01137
R01920,substrate,C00134
R01920,product,C00170
R01920,product,C00315
R01931,substrate,C00320
R01931,substrate,C00177
R01931,product,C00094
R01931,product,C01755
R01933,substrate,C00322
R01933,substrate,C00010
R01933,substrate,C00003
R01933,product,C00527
R01933,product,C00011
R01933,product,C00004
R01933,product,C00080
R01939,substrate,C00956
R01939,substrate,C00026
R01939,product,C00322
R01939,product,C00025
R01951,substrate,C00044
R01951,substrate,C02985
R01951,product,C00013
R01951,product,C00325
R01954,substrate,C00002
R01954,substrate,C00327
R01954,substrate,C00049
R01954,product,C00020
R01954,product,C00013
R01954,product,C03406
R01959,substrate,C02700
R01959,substrate,C00001
R01959,product,C00058
R01959,product,C00328
R01961,substrate,C00002
R01961,substrate,C00329
R01961,product,C00008
R01961,product,C00352
R01966,substrate,C00329
R01966,substrate,C06023
R01966,product,C06023
R01966,product,C00001
R01968,substrate,C00362
R01968,substrate,C00001
R01968,product,C00330
R01968,product,C00009
R01969,substrate,C00330
R01969,substrate,C00009
R01969,product,C00242
R01969,product,C00672
R01975,substrate,C01144
R01975,substrate,C00003
R01975,product,C00332
R01975,product,C00004
R01975,product,C00080
R01976,substrate,C01144
R01976,substrate,C00006
R01976,product,C00332
R01976,product,C00005
R01976,product,C00080
R01977,substrate,C03561
R01977,substrate,C00006
R01977,product,C00332
R01977,product,C00005
R01977,product,C00080
R01978,substrate,C00356
R01978,substrate,C00010
R01978,product,C00024
R01978,product,C00001
R01978,product,C00332
R01982,substrate,C00470
R01982,substrate,C00001
R01982,product,C00333
R01982,product,C00470
R01983,substrate,C00333
R01983,product,C00558
R01986,substrate,C00555
R01986,substrate,C00006
R01986,substrate,C00001
R01986,product,C00334
R01986,product,C00005
R01986,product,C00080
R01990,substrate,C01035
R01990,substrate,C00001
R01990,product,C00334
R01990,product,C00086
R01993,substrate,C00337
R01993,substrate,C00001
R01993,product,C00438
R01994,substrate,C00029
R01994,substrate,C00338
R01994,product,C00015
R01994,product,C03859
R01996,substrate,C00043
R01996,substrate,C00338
R01996,product,C00015
R01996,product,C04539
R01997,substrate,C00052
R01997,substrate,C00338
R01997,product,C00015
R01997,product,C04473
R02000,substrate,C00340
R02000,substrate,C00003
R02000,substrate,C00080
R02000,product,C00435
R02000,product,C00004
R02003,substrate,C00341
R02003,substrate,C00129
R02003,product,C00013
R02003,product,C00448
R02016,substrate,C00342
R02016,substrate,C00006
R02016,product,C00343
R02016,product,C00005
R02016,product,C00080
R02017,substrate,C00206
R02017,substrate,C00343
R02017,substrate,C00001
R02017,product,C00342
R02017,product,C00008
R02018,substrate,C01346
R02018,substrate,C00343
R02018,substrate,C00001
R02018,product,C00342
R02018,product,C00015
R02019,substrate,C00361
R02019,substrate,C00343
R02019,substrate,C00001
R02019,product,C00035
R02019,product,C00342
R02021,substrate,C00342
R02021,substrate,C00053
R02021,product,C00343
R02021,product,C00094
R02021,product,C00054
R02024,substrate,C00705
R02024,substrate,C00343
R02024,substrate,C00001
R02024,product,C00342
R02024,product,C00112
R02025,substrate,C00073
R02025,substrate,C00343
R02025,substrate,C00001
R02025,product,C02989
R02025,product,C00342
R02026,substrate,C01077
R02026,substrate,C00320
R02026,substrate,C00342
R02026,substrate,C00080
R02026,product,C00155
R02026,product,C00094
R02026,product,C00343
R02026,product,C00033
R02027,substrate,C00344
R02027,substrate,C00001
R02027,product,C00641
R02027,product,C00093
R02029,substrate,C03892
R02029,substrate,C00001
R02029,product,C00344
R02029,product,C00009
R02030,substrate,C00344
R02030,substrate,C00269
R02030,product,C05980
R02030,product,C00055
R02035,substrate,C01236
R02035,substrate,C00001
R02035,product,C00345
R02036,substrate,C00345
R02036,product,C04442
R02036,product,C00001
R02052,substrate,C00350
R02052,substrate,C00001
R02052,product,C00641
R02052,product,C00346
R02053,substrate,C00350
R02053,substrate,C00001
R02053,product,C04438
R02053,product,C00162
R02054,substrate,C00350
R02054,substrate,C00001
R02054,product,C05973
R02054,product,C00162
R02055,substrate,C02737
R02055,product,C00350
R02055,product,C00011
R02059,substrate,C00357
R02059,substrate,C00001
R02059,product,C00352
R02059,product,C00033
R02060,substrate,C06156
R02060,product,C00352
R02061,substrate,C00448
R02061,substrate,C00129
R02061,product,C00013
R02061,product,C00353
R02063,substrate,C00353
R02063,substrate,C00080
R02063,substrate,C00005
R02063,product,C05427
R02063,product,C00006
R02065,substrate,C00353
R02065,product,C00013
R02065,product,C03427
R02071,substrate,C00002
R02071,substrate,C01094
R02071,product,C00008
R02071,product,C05378
R02073,substrate,C00013
R02073,substrate,C05345
R02073,product,C00009
R02073,product,C05378
R02081,substrate,C00418
R02081,substrate,C00010
R02081,substrate,C00003
R02081,product,C00356
R02081,product,C00004
R02081,product,C00080
R02087,substrate,C00357
R02087,product,C04257
R02088,substrate,C00360
R02088,substrate,C00001
R02088,product,C00559
R02088,product,C00009
R02089,substrate,C00002
R02089,substrate,C00559
R02089,product,C00008
R02089,product,C00360
R02090,substrate,C00002
R02090,substrate,C00362
R02090,product,C00008
R02090,product,C00361
R02093,substrate,C00002
R02093,substrate,C00363
R02093,product,C00008
R02093,product,C00459
R02094,substrate,C00002
R02094,substrate,C00364
R02094,product,C00008
R02094,product,C00363
R02098,substrate,C00002
R02098,substrate,C00365
R02098,product,C00008
R02098,product,C01346
R02099,substrate,C00002
R02099,substrate,C00526
R02099,product,C00008
R02099,product,C00365
R02100,substrate,C00460
R02100,substrate,C00001
R02100,product,C00365
R02100,product,C00013
R02101,substrate,C00365
R02101,substrate,C00143
R02101,product,C00415
R02101,product,C00364
R02102,substrate,C00365
R02102,substrate,C00001
R02102,product,C00526
R02102,product,C00009
R02103,substrate,C00385
R02103,substrate,C00003
R02103,substrate,C00001
R02103,product,C00366
R02103,product,C00004
R02103,product,C00080
R02108,substrate,C00369
R02108,substrate,C00001
R02108,product,C00721
R02108,product,C00369
R02110,substrate,C00718
R02110,product,C00369
R02111,substrate,C00369
R02111,substrate,C00009
R02111,product,C00718
R02111,product,C00103
R02112,substrate,C00369
R02112,product,C00721
R02112,product,C00208
R02120,substrate,C00089
R02120,substrate,C00372
R02120,product,C00095
R02120,product,C00372
R02124,substrate,C00473
R02124,substrate,C00003
R02124,product,C00376
R02124,product,C00004
R02124,product,C00080
R02133,substrate,C00378
R02133,substrate,C00001
R02133,product,C01279
R02133,product,C04294
R02133,product,C00080
R02134,substrate,C00002
R02134,substrate,C00378
R02134,product,C00008
R02134,product,C01081
R02135,substrate,C01081
R02135,substrate,C00001
R02135,product,C00378
R02135,product,C00009
R02142,substrate,C00655
R02142,substrate,C00013
R02142,product,C00385
R02142,product,C00119
R02147,substrate,C00387
R02147,substrate,C00009
R02147,product,C00242
R02147,product,C00620
R02148,substrate,C06193
R02148,substrate,C00001
R02148,product,C00387
R02148,product,C00009
R02164,substrate,C15602
R02164,substrate,C00042
R02164,product,C15603
R02164,product,C00122
R02167,substrate,C00644
R02167,substrate,C00001
R02167,product,C00392
R02167,product,C00009
R02170,substrate,C00395
R02170,substrate,C00001
R02170,product,C00060
R02170,product,C02954
R02173,substrate,C00398
R02173,substrate,C00001
R02173,substrate,C00007
R02173,product,C00637
R02173,product,C00014
R02173,product,C00027
R02187,substrate,C00404
R02187,substrate,C00221
R02187,product,C00404
R02187,product,C01172
R02189,substrate,C00404
R02189,substrate,C00267
R02189,product,C00404
R02189,product,C00668
R02192,substrate,C06378
R02192,substrate,C00001
R02192,product,C00060
R02192,product,C00405
R02196,substrate,C00407
R02196,substrate,C00003
R02196,substrate,C00001
R02196,product,C00671
R02196,product,C00014
R02196,product,C00004
R02196,product,C00080
R02197,substrate,C00407
R02197,substrate,C00001
R02197,substrate,C00007
R02197,product,C00671
R02197,product,C00014
R02197,product,C00027
R02199,substrate,C00407
R02199,substrate,C00026
R02199,product,C00671
R02199,product,C00025
R02222,substrate,C00412
R02222,substrate,C00999
R02222,substrate,C00007
R02222,substrate,C00080
R02222,product,C00510
R02222,product,C00996
R02222,product,C00001
R02235,substrate,C00415
R02235,substrate,C00003
R02235,product,C00504
R02235,product,C00004
R02235,product,C00080
R02236,substrate,C00415
R02236,substrate,C00006
R02236,product,C00504
R02236,product,C00005
R02236,product,C00080
R02237,substrate,C00002
R02237,substrate,C00921
R02237,substrate,C00025
R02237,product,C00008
R02237,product,C00009
R02237,product,C00415
R02240,substrate,C00002
R02240,substrate,C00641
R02240,product,C00008
R02240,product,C00416
R02241,substrate,C00416
R02241,substrate,C00010
R02241,product,C00681
R02241,product,C00040
R02250,substrate,C00422
R02250,substrate,C00001
R02250,product,C00641
R02250,product,C00162
R02257,substrate,C00583
R02257,substrate,C00003
R02257,product,C00424
R02257,product,C00004
R02257,product,C00080
R02262,substrate,C01099
R02262,product,C00111
R02262,product,C00424
R02269,substrate,C00429
R02269,substrate,C00001
R02269,product,C02642
R02272,substrate,C00430
R02272,product,C03741
R02274,substrate,C00431
R02274,substrate,C00026
R02274,product,C03273
R02274,product,C00025
R02280,substrate,C04282
R02280,substrate,C00001
R02280,product,C00433
R02280,product,C00014
R02281,substrate,C01371
R02281,substrate,C00340
R02281,substrate,C00007
R02281,substrate,C00080
R02281,product,C00435
R02281,product,C00226
R02281,product,C00001
R02282,substrate,C00437
R02282,substrate,C00025
R02282,product,C00077
R02282,product,C00624
R02283,substrate,C00437
R02283,substrate,C00026
R02283,product,C01250
R02283,product,C00025
R02286,substrate,C00439
R02286,substrate,C00001
R02286,product,C01045
R02286,product,C00014
R02287,substrate,C00664
R02287,substrate,C00025
R02287,product,C00101
R02287,product,C00439
R02288,substrate,C03680
R02288,substrate,C00001
R02288,product,C00439
R02291,substrate,C00441
R02291,substrate,C00009
R02291,substrate,C00006
R02291,product,C03082
R02291,product,C00005
R02291,product,C00080
R02294,substrate,C03150
R02294,substrate,C00009
R02294,product,C00153
R02294,product,C00620
R02295,substrate,C05841
R02295,substrate,C00009
R02295,product,C00253
R02295,product,C00620
R02295,product,C00080
R02297,substrate,C01762
R02297,substrate,C00009
R02297,product,C00385
R02297,product,C00620
R02300,substrate,C03479
R02300,product,C00445
R02300,product,C00001
R02301,substrate,C00002
R02301,substrate,C03479
R02301,substrate,C00080
R02301,product,C00008
R02301,product,C00009
R02301,product,C00445
R02320,substrate,C00201
R02320,substrate,C00022
R02320,product,C00454
R02320,product,C00074
R02322,substrate,C00455
R02322,substrate,C00001
R02322,product,C01185
R02322,product,C00014
R02323,substrate,C00455
R02323,substrate,C00001
R02323,product,C03150
R02323,product,C00009
R02324,substrate,C00002
R02324,substrate,C03150
R02324,product,C00008
R02324,product,C00455
R02325,substrate,C00458
R02325,substrate,C00001
R02325,product,C00460
R02325,product,C00014
R02326,substrate,C00002
R02326,substrate,C00705
R02326,product,C00008
R02326,product,C00458
R02328,substrate,C00459
R02328,substrate,C00103
R02328,product,C00013
R02328,product,C00842
R02331,substrate,C00002
R02331,substrate,C01346
R02331,product,C00008
R02331,product,C00460
R02334,substrate,C00461
R02334,substrate,C00001
R02334,product,C01674
R02334,product,C00461
R02340,substrate,C03506
R02340,product,C00463
R02340,product,C00118
R02360,substrate,C00470
R02360,substrate,C00001
R02360,product,C02273
R02360,product,C00470
R02361,substrate,C00470
R02361,product,C06118
R02361,product,C00470
R02362,substrate,C00714
R02362,substrate,n C00001
R02362,product,n C00132
R02362,product,C00470
R02370,substrate,C05822
R02370,substrate,C00001
R02370,product,C00475
R02370,product,C00009
R02376,substrate,C00583
R02376,product,C00479
R02376,product,C00001
R02377,substrate,C05979
R02377,substrate,C00003
R02377,product,C00479
R02377,product,C00004
R02377,product,C00080
R02382,substrate,C00483
R02382,substrate,C00001
R02382,substrate,C00007
R02382,product,C03765
R02382,product,C00014
R02382,product,C00027
R02401,substrate,C03273
R02401,substrate,C00003
R02401,substrate,C00001
R02401,product,C00489
R02401,product,C00004
R02401,product,C00080
R02404,substrate,C00002
R02404,substrate,C00490
R02404,substrate,C00010
R02404,product,C00008
R02404,product,C00009
R02404,product,C00531
R02407,substrate,C00091
R02407,substrate,C00490
R02407,product,C00042
R02407,product,C00531
R02408,substrate,C00491
R02408,substrate,C00001
R02408,product,C00022
R02408,product,C00014
R02408,product,C01962
R02410,substrate,C00492
R02410,substrate,C00001
R02410,product,C05402
R02410,product,C00095
R02412,substrate,C00002
R02412,substrate,C00493
R02412,product,C00008
R02412,product,C03175
R02413,substrate,C00493
R02413,substrate,C00006
R02413,product,C02637
R02413,product,C00005
R02413,product,C00080
R02415,substrate,C00493
R02415,substrate,C00113
R02415,product,C02637
R02415,product,C01359
R02421,substrate,C00498
R02421,substrate,C00718
R02421,product,C00008
R02421,product,C00718
R02422,substrate,C00499
R02422,substrate,C00001
R02422,product,C00603
R02422,product,C00086
R02423,substrate,C00499
R02423,substrate,C00001
R02423,product,C02091
R02423,product,C00014
R02423,product,C00011
R02425,substrate,C02350
R02425,substrate,C00001
R02425,product,C00499
R02426,substrate,C00501
R02426,product,C01219
R02426,product,C00001
R02429,substrate,C00502
R02429,product,C03826
R02429,product,C00001
R02433,substrate,C00506
R02433,substrate,C00026
R02433,product,C05528
R02433,product,C00025
R02437,substrate,C00507
R02437,product,C00861
R02439,substrate,C00002
R02439,substrate,C00508
R02439,product,C00008
R02439,product,C01101
R02454,substrate,C00514
R02454,substrate,C00003
R02454,product,C00905
R02454,product,C00004
R02454,product,C00080
R02466,substrate,C00606
R02466,product,C00519
R02466,product,C00011
R02472,substrate,C00522
R02472,substrate,C00006
R02472,product,C00966
R02472,product,C00005
R02472,product,C00080
R02473,substrate,C00002
R02473,substrate,C00522
R02473,substrate,C00099
R02473,product,C00020
R02473,product,C00013
R02473,product,C00864
R02484,substrate,C00526
R02484,substrate,C00009
R02484,product,C00106
R02484,product,C00672
R02485,substrate,C00881
R02485,substrate,C00001
R02485,product,C00526
R02485,product,C00014
R02487,substrate,C00527
R02487,substrate,C00016
R02487,product,C01352
R02487,product,C00877
R02487,product,C00011
R02488,substrate,C00527
R02488,substrate,C04253
R02488,product,C00877
R02488,product,C04570
R02488,product,C00011
R02493,substrate,C00002
R02493,substrate,C00534
R02493,product,C00008
R02493,product,C00647
R02508,substrate,C00542
R02508,substrate,C00042
R02508,product,C01118
R02508,product,C00097
R02521,substrate,C01179
R02521,substrate,C00007
R02521,product,C00544
R02521,product,C00011
R02522,substrate,C00545
R02522,product,C00684
R02522,product,C00001
R02527,substrate,C00937
R02527,substrate,C00003
R02527,product,C00546
R02527,product,C00004
R02527,product,C00080
R02528,substrate,C00546
R02528,substrate,C00005
R02528,substrate,C00080
R02528,product,C05235
R02528,product,C00006
R02529,substrate,C01888
R02529,substrate,C00001
R02529,substrate,C00007
R02529,product,C00546
R02529,product,C00014
R02529,product,C00027
R02530,substrate,C03451
R02530,product,C00051
R02530,product,C00546
R02532,substrate,C00547
R02532,substrate,C00001
R02532,substrate,C00007
R02532,product,C05577
R02532,product,C00014
R02532,product,C00027
R02539,substrate,C00002
R02539,substrate,C07086
