Reaction,role,metabolite
"R03187  N-METHYLIMIDAZOLIDINE-2,4-DIONE AMIDOHYDROLASE (ATP-HYDROLYSING)",product,C00008
"R03187  N-METHYLIMIDAZOLIDINE-2,4-DIONE AMIDOHYDROLASE (ATP-HYDROLYSING)",product,C00009
"R03187  N-METHYLIMIDAZOLIDINE-2,4-DIONE AMIDOHYDROLASE (ATP-HYDROLYSING)",product,C01043
R02422,substrate,C00499
R02422,substrate,C00001
R02422,product,C00603
R02422,product,C00086
R02422  ALLANTOATE AMIDINOHYDROLASE,substrate,C00499
R02422  ALLANTOATE AMIDINOHYDROLASE,substrate,C00001
R02422  ALLANTOATE AMIDINOHYDROLASE,product,C00603
R02422  ALLANTOATE AMIDINOHYDROLASE,product,C00086
R00552,substrate,C00062
R00552,substrate,C00001
R00552,product,C00327
R00552,product,C00014
R00552  L-ARGININE IMINOHYDROLASE,substrate,C00062
R00552  L-ARGININE IMINOHYDROLASE,substrate,C00001
R00552  L-ARGININE IMINOHYDROLASE,product,C00327
R00552  L-ARGININE IMINOHYDROLASE,product,C00014
R01157,substrate,C00179
R01157,substrate,C00001
R01157,product,C00134
R01157,product,C00086
R01157  AGMATINE AMIDINOHYDROLASE,substrate,C00179
R01157  AGMATINE AMIDINOHYDROLASE,substrate,C00001
R01157  AGMATINE AMIDINOHYDROLASE,product,C00134
R01157  AGMATINE AMIDINOHYDROLASE,product,C00086
R00776,substrate,C00603
R00776,product,C00048
R00776,product,C00086
R00776  (S)-UREIDOGLYCOLATE UREA-LYASE (GLYOXYLATE-FORMING),substrate,C00603
R00776  (S)-UREIDOGLYCOLATE UREA-LYASE (GLYOXYLATE-FORMING),product,C00048
R00776  (S)-UREIDOGLYCOLATE UREA-LYASE (GLYOXYLATE-FORMING),product,C00086
R04189,substrate,C03296
R04189,substrate,C00001
R04189,product,C03415
R04189,product,C00011
R04189,product,C00014
R04189  N2-SUCCINYL-L-ARGININE IMINOHYDROLASE (DECARBOXYLATING),substrate,C03296
R04189  N2-SUCCINYL-L-ARGININE IMINOHYDROLASE (DECARBOXYLATING),substrate,C00001
R04189  N2-SUCCINYL-L-ARGININE IMINOHYDROLASE (DECARBOXYLATING),product,C03415
R04189  N2-SUCCINYL-L-ARGININE IMINOHYDROLASE (DECARBOXYLATING),product,C00011
R04189  N2-SUCCINYL-L-ARGININE IMINOHYDROLASE (DECARBOXYLATING),product,C00014
R00974,substrate,C00380
R00974,substrate,C00001
R00974,product,C00106
R00974,product,C00014
R00974  CYTOSINE AMINOHYDROLASE,substrate,C00380
R00974  CYTOSINE AMINOHYDROLASE,substrate,C00001
R00974  CYTOSINE AMINOHYDROLASE,product,C00106
R00974  CYTOSINE AMINOHYDROLASE,product,C00014
R01411,substrate,C02376
R01411,substrate,C00001
R01411,product,C00178
R01411,product,C00014
R01411  5-METHYLCYTOSINE AMINOHYDROLASE,substrate,C02376
R01411  5-METHYLCYTOSINE AMINOHYDROLASE,substrate,C00001
R01411  5-METHYLCYTOSINE AMINOHYDROLASE,product,C00178
R01411  5-METHYLCYTOSINE AMINOHYDROLASE,product,C00014
R02922,substrate,C00791
R02922,substrate,C00001
R02922,product,C02565
R02922,product,C00014
R02922  CREATININE IMINOHYDROLASE,substrate,C00791
R02922  CREATININE IMINOHYDROLASE,substrate,C00001
R02922  CREATININE IMINOHYDROLASE,product,C02565
R02922  CREATININE IMINOHYDROLASE,product,C00014
R01244,substrate,C00147
R01244,substrate,C00001
R01244,product,C00262
R01244,product,C00014
R01244  ADENINE AMINOHYDROLASE,substrate,C00147
R01244  ADENINE AMINOHYDROLASE,substrate,C00001
R01244  ADENINE AMINOHYDROLASE,product,C00262
R01244  ADENINE AMINOHYDROLASE,product,C00014
R01676,substrate,C00242
R01676,substrate,C00001
R01676,product,C00385
R01676,product,C00014
R01676  GUANINE AMINOHYDROLASE,substrate,C00242
R01676  GUANINE AMINOHYDROLASE,substrate,C00001
R01676  GUANINE AMINOHYDROLASE,product,C00385
R01676  GUANINE AMINOHYDROLASE,product,C00014
R01560,substrate,C00212
R01560,substrate,C00001
R01560,product,C00294
R01560,product,C00014
R01560  ADENOSINE AMINOHYDROLASE,substrate,C00212
R01560  ADENOSINE AMINOHYDROLASE,substrate,C00001
R01560  ADENOSINE AMINOHYDROLASE,product,C00294
R01560  ADENOSINE AMINOHYDROLASE,product,C00014
R02556,substrate,C00559
R02556,substrate,C00001
R02556,product,C05512
R02556,product,C00014
R02556  DEOXYADENOSINE AMINOHYDROLASE,substrate,C00559
R02556  DEOXYADENOSINE AMINOHYDROLASE,substrate,C00001
R02556  DEOXYADENOSINE AMINOHYDROLASE,product,C05512
R02556  DEOXYADENOSINE AMINOHYDROLASE,product,C00014
R01878,substrate,C00475
R01878,substrate,C00001
R01878,product,C00299
R01878,product,C00014
R01878  CYTIDINE AMINOHYDROLASE,substrate,C00475
R01878  CYTIDINE AMINOHYDROLASE,substrate,C00001
R01878  CYTIDINE AMINOHYDROLASE,product,C00299
R01878  CYTIDINE AMINOHYDROLASE,product,C00014
"R01220  5,10-METHYLENETETRAHYDROFOLATE:NADP+ OXIDOREDUCTASE",substrate,C00143
"R01220  5,10-METHYLENETETRAHYDROFOLATE:NADP+ OXIDOREDUCTASE",substrate,C00006
"R01220  5,10-METHYLENETETRAHYDROFOLATE:NADP+ OXIDOREDUCTASE",product,C00445
"R01220  5,10-METHYLENETETRAHYDROFOLATE:NADP+ OXIDOREDUCTASE",product,C00005
R01655,substrate,C00445
R01655,substrate,C00001
R01655,product,C00234
R01655,product,C00080
"R01655  5,10-METHENYLTETRAHYDROFOLATE 5-HYDROLASE (DECYCLIZING)",substrate,C00445
"R01655  5,10-METHENYLTETRAHYDROFOLATE 5-HYDROLASE (DECYCLIZING)",substrate,C00001
"R01655  5,10-METHENYLTETRAHYDROFOLATE 5-HYDROLASE (DECYCLIZING)",product,C00234
"R01655  5,10-METHENYLTETRAHYDROFOLATE 5-HYDROLASE (DECYCLIZING)",product,C00080
R04325,substrate,C00234
R04325,substrate,C03838
R04325,product,C00101
R04325,product,C04376
R04325  10-FORMYLTETRAHYDROFOLATE:5'-PHOSPHORIBOSYLGLYCINAMIDE FORMYLTRANSFERASE,substrate,C00234
R04325  10-FORMYLTETRAHYDROFOLATE:5'-PHOSPHORIBOSYLGLYCINAMIDE FORMYLTRANSFERASE,substrate,C03838
R04325  10-FORMYLTETRAHYDROFOLATE:5'-PHOSPHORIBOSYLGLYCINAMIDE FORMYLTRANSFERASE,product,C00101
R04325  10-FORMYLTETRAHYDROFOLATE:5'-PHOSPHORIBOSYLGLYCINAMIDE FORMYLTRANSFERASE,product,C04376
R04326,substrate,C03838
R04326,substrate,C00445
R04326,substrate,C00001
R04326,product,C04376
R04326,product,C00101
R01663,substrate,C00239
R01663,substrate,C00001
R01663,product,C00365
R01663,product,C00014
R01663  DCMP AMINOHYDROLASE,substrate,C00239
R01663  DCMP AMINOHYDROLASE,substrate,C00001
R01663  DCMP AMINOHYDROLASE,product,C00365
R01663  DCMP AMINOHYDROLASE,product,C00014
R02325,substrate,C00458
R02325,substrate,C00001
R02325,product,C00460
R02325,product,C00014
R02325  DCTP AMINOHYDROLASE,substrate,C00458
R02325  DCTP AMINOHYDROLASE,substrate,C00001
R02325  DCTP AMINOHYDROLASE,product,C00460
R02325  DCTP AMINOHYDROLASE,product,C00014
R00424,substrate,C00044
R00424,substrate,C00001
R00424,product,C04895
R00424,product,C00058
"R00424  GTP 7,8-8,9-DIHYDROLASE",substrate,C00044
"R00424  GTP 7,8-8,9-DIHYDROLASE",substrate,C00001
"R00424  GTP 7,8-8,9-DIHYDROLASE",product,C04895
"R00424  GTP 7,8-8,9-DIHYDROLASE",product,C00058
R00428,substrate,C00044
R00428,substrate,C00001
R00428,product,C05922
"R00428  GTP 8,9-HYDROLASE",substrate,C00044
"R00428  GTP 8,9-HYDROLASE",substrate,C00001
"R00428  GTP 8,9-HYDROLASE",product,C05922
R04639,substrate,C04895
R04639,substrate,C00001
R04639,product,C06148
"R04639  2-AMINO-4-HYDROXY-6-(ERYTHRO-1,2,3-TRIHYDROXYPROPYL) DIHYDROPTERIDINE TRIPHOSPHATE HYDROLASE",substrate,C04895
"R04639  2-AMINO-4-HYDROXY-6-(ERYTHRO-1,2,3-TRIHYDROXYPROPYL) DIHYDROPTERIDINE TRIPHOSPHATE HYDROLASE",substrate,C00001
"R04639  2-AMINO-4-HYDROXY-6-(ERYTHRO-1,2,3-TRIHYDROXYPROPYL) DIHYDROPTERIDINE TRIPHOSPHATE HYDROLASE",product,C06148
R05046,substrate,C05922
R05046,substrate,C00001
R05046,product,C05923
R05046,product,C00058
R05046  FORMAMIDOPYRIMIDINE NUCLEOSIDE TRIPHOSPHATE AMIDOHYDROLASE,substrate,C05922
R05046  FORMAMIDOPYRIMIDINE NUCLEOSIDE TRIPHOSPHATE AMIDOHYDROLASE,substrate,C00001
R05046  FORMAMIDOPYRIMIDINE NUCLEOSIDE TRIPHOSPHATE AMIDOHYDROLASE,product,C05923
R05046  FORMAMIDOPYRIMIDINE NUCLEOSIDE TRIPHOSPHATE AMIDOHYDROLASE,product,C00058
R05048,substrate,C05923
R05048,product,C06148
"R05048  2,5-DIAMINOPYRIMIDINE NUCLEOSIDE TRIPHOSPHATE MUTASE",substrate,C05923
"R05048  2,5-DIAMINOPYRIMIDINE NUCLEOSIDE TRIPHOSPHATE MUTASE",product,C06148
R00425,substrate,C00044
R00425,substrate,C00001
R00425,product,C00058
R00425,product,C01304
R00425,product,C00009
"R00425  GTP 7,8-8,9-DIHYDROLASE (DIPHOSPHATE-FORMING)",substrate,C00044
"R00425  GTP 7,8-8,9-DIHYDROLASE (DIPHOSPHATE-FORMING)",substrate,C00001
"R00425  GTP 7,8-8,9-DIHYDROLASE (DIPHOSPHATE-FORMING)",product,C00058
"R00425  GTP 7,8-8,9-DIHYDROLASE (DIPHOSPHATE-FORMING)",product,C01304
"R00425  GTP 7,8-8,9-DIHYDROLASE (DIPHOSPHATE-FORMING)",product,C00009
R00317,substrate,C00227
R00317,substrate,C00001
R00317,product,C00033
R00317,product,C00009
R00317  ACETYL PHOSPHATE PHOSPHOHYDROLASE,substrate,C00227
R00317  ACETYL PHOSPHATE PHOSPHOHYDROLASE,substrate,C00001
R00317  ACETYL PHOSPHATE PHOSPHOHYDROLASE,product,C00033
R00317  ACETYL PHOSPHATE PHOSPHOHYDROLASE,product,C00009
R01421,substrate,C06206
R01421,substrate,C00001
R01421,product,C00180
R01421,product,C00009
R01421  BENZOYL PHOSPHATE PHOSPHOHYDROLASE,substrate,C06206
R01421  BENZOYL PHOSPHATE PHOSPHOHYDROLASE,substrate,C00001
R01421  BENZOYL PHOSPHATE PHOSPHOHYDROLASE,product,C00180
R01421  BENZOYL PHOSPHATE PHOSPHOHYDROLASE,product,C00009
R01515,substrate,C00236
R01515,substrate,C00001
R01515,product,C00197
R01515,product,C00009
R01515  3-PHOSPHO-D-GLYCEROYL PHOSPHATE PHOSPHOHYDROLASE,substrate,C00236
R01515  3-PHOSPHO-D-GLYCEROYL PHOSPHATE PHOSPHOHYDROLASE,substrate,C00001
R01515  3-PHOSPHO-D-GLYCEROYL PHOSPHATE PHOSPHOHYDROLASE,product,C00197
R01515  3-PHOSPHO-D-GLYCEROYL PHOSPHATE PHOSPHOHYDROLASE,product,C00009
R01054,substrate,C00301
R01054,substrate,C00001
R01054,product,C00020
R01054,product,C00117
R01054  ADP-RIBOSE RIBOPHOSPHOHYDROLASE,substrate,C00301
R01054  ADP-RIBOSE RIBOPHOSPHOHYDROLASE,substrate,C00001
R01054  ADP-RIBOSE RIBOPHOSPHOHYDROLASE,product,C00020
R01054  ADP-RIBOSE RIBOPHOSPHOHYDROLASE,product,C00117
R12896,substrate,C00235
R12896,substrate,C00001
R12896,product,C21214
R12896,product,C00009
R12896  PRENYL DIPHOSPHATE DIPHOSPHATE PHOSPHOHYDROLASE,substrate,C00235
R12896  PRENYL DIPHOSPHATE DIPHOSPHATE PHOSPHOHYDROLASE,substrate,C00001
R12896  PRENYL DIPHOSPHATE DIPHOSPHATE PHOSPHOHYDROLASE,product,C21214
R12896  PRENYL DIPHOSPHATE DIPHOSPHATE PHOSPHOHYDROLASE,product,C00009
R00720,substrate,C00081
R00720,substrate,C00001
R00720,product,C00130
R00720,product,C00013
R00720  INOSINE 5'-TRIPHOSPHATE PYROPHOSPHOHYDROLASE,substrate,C00081
R00720  INOSINE 5'-TRIPHOSPHATE PYROPHOSPHOHYDROLASE,substrate,C00001
R00720  INOSINE 5'-TRIPHOSPHATE PYROPHOSPHOHYDROLASE,product,C00130
R00720  INOSINE 5'-TRIPHOSPHATE PYROPHOSPHOHYDROLASE,product,C00013
R02720,substrate,C00700
R02720,substrate,C00001
R02720,product,C00655
R02720,product,C00013
R02720  XTP PYROPHOSPHOHYDROLASE,substrate,C00700
R02720  XTP PYROPHOSPHOHYDROLASE,substrate,C00001
R02720  XTP PYROPHOSPHOHYDROLASE,product,C00655
R02720  XTP PYROPHOSPHOHYDROLASE,product,C00013
R03531,substrate,C01345
R03531,substrate,C00001
R03531,product,C06196
R03531,product,C00013
R03531  2'-DEOXYINOSINE-5'-TRIPHOSPHATE PYROPHOSPHOHYDROLASE,substrate,C01345
R03531  2'-DEOXYINOSINE-5'-TRIPHOSPHATE PYROPHOSPHOHYDROLASE,substrate,C00001
R03531  2'-DEOXYINOSINE-5'-TRIPHOSPHATE PYROPHOSPHOHYDROLASE,product,C06196
R03531  2'-DEOXYINOSINE-5'-TRIPHOSPHATE PYROPHOSPHOHYDROLASE,product,C00013
R08243,substrate,C16617
R08243,substrate,C00001
R08243,product,C04646
R08243,product,C00013
R08243  INOSINE TRIPHOSPHATE PYROPHOSPHATASE,substrate,C16617
R08243  INOSINE TRIPHOSPHATE PYROPHOSPHATASE,substrate,C00001
R08243  INOSINE TRIPHOSPHATE PYROPHOSPHATASE,product,C04646
R08243  INOSINE TRIPHOSPHATE PYROPHOSPHATASE,product,C00013
R02100,substrate,C00460
R02100,substrate,C00001
R02100,product,C00365
R02100,product,C00013
R02100  DUTP NUCLEOTIDOHYDROLASE,substrate,C00460
R02100  DUTP NUCLEOTIDOHYDROLASE,substrate,C00001
R02100  DUTP NUCLEOTIDOHYDROLASE,product,C00365
R02100  DUTP NUCLEOTIDOHYDROLASE,product,C00013
R11896,substrate,C21751
R11896,substrate,C00001
R11896,product,C04242
R11896,product,C00013
R11896  5-FLUORODEOXYURIDINE-TRIPHOSPHATE DIPHOSPHOHYDROLASE,substrate,C21751
R11896  5-FLUORODEOXYURIDINE-TRIPHOSPHATE DIPHOSPHOHYDROLASE,substrate,C00001
R11896  5-FLUORODEOXYURIDINE-TRIPHOSPHATE DIPHOSPHOHYDROLASE,product,C04242
R11896  5-FLUORODEOXYURIDINE-TRIPHOSPHATE DIPHOSPHOHYDROLASE,product,C00013
R03409,substrate,C04494
R03409,substrate,C00001
R03409,product,C01228
R03409,product,C00009
R03409  GUANOSINE 3'-DIPHOSPHATE 5'-TRIPHOSPHATE 5'-PHOSPHOHYDROLASE,substrate,C04494
R03409  GUANOSINE 3'-DIPHOSPHATE 5'-TRIPHOSPHATE 5'-PHOSPHOHYDROLASE,substrate,C00001
R03409  GUANOSINE 3'-DIPHOSPHATE 5'-TRIPHOSPHATE 5'-PHOSPHOHYDROLASE,product,C01228
R03409  GUANOSINE 3'-DIPHOSPHATE 5'-TRIPHOSPHATE 5'-PHOSPHOHYDROLASE,product,C00009
R00125,substrate,C01260
R00125,substrate,C00001
R00125,product,C00008
"R00125  P1,P4-BIS(5'-ADENOSYL)-TETRAPHOSPHATE NUCLEOTIDEBISPHOSPHOHYDROLASE",substrate,C01260
"R00125  P1,P4-BIS(5'-ADENOSYL)-TETRAPHOSPHATE NUCLEOTIDEBISPHOSPHOHYDROLASE",substrate,C00001
"R00125  P1,P4-BIS(5'-ADENOSYL)-TETRAPHOSPHATE NUCLEOTIDEBISPHOSPHOHYDROLASE",product,C00008
R01364,substrate,C00164
R01364,substrate,C00122
R01364,product,C01061
R01364,product,C00001
R01364  4-FUMARYLACETOACETATE FUMARYLHYDROLASE,substrate,C00164
R01364  4-FUMARYLACETOACETATE FUMARYLHYDROLASE,substrate,C00122
R01364  4-FUMARYLACETOACETATE FUMARYLHYDROLASE,product,C01061
R01364  4-FUMARYLACETOACETATE FUMARYLHYDROLASE,product,C00001
R05287,substrate,C06755
R05287,substrate,C00001
R05287,product,C00160
R05287,product,C01327
R05287  CHLOROACETIC ACID HALIDOHYDROLASE,substrate,C06755
R05287  CHLOROACETIC ACID HALIDOHYDROLASE,substrate,C00001
R05287  CHLOROACETIC ACID HALIDOHYDROLASE,product,C00160
R05287  CHLOROACETIC ACID HALIDOHYDROLASE,product,C01327
R12588,substrate,C03431
R12588,substrate,C00001
R12588,product,C00294
R12588,product,C00155
R12588  S-INOSYL-L-HOMOCYSTEINE HYDROLASE (INOSINE-FORMING),substrate,C03431
R12588  S-INOSYL-L-HOMOCYSTEINE HYDROLASE (INOSINE-FORMING),substrate,C00001
R12588  S-INOSYL-L-HOMOCYSTEINE HYDROLASE (INOSINE-FORMING),product,C00294
R12588  S-INOSYL-L-HOMOCYSTEINE HYDROLASE (INOSINE-FORMING),product,C00155
R00522,substrate,C00209
R00522,product,C00058
R00522,product,C00011
R00522  OXALATE CARBOXY-LYASE,substrate,C00209
R00522  OXALATE CARBOXY-LYASE,product,C00058
R00522  OXALATE CARBOXY-LYASE,product,C00011
R12212,substrate,C00036
R12212,substrate,C01330
R12212,product,C00022
R12212,product,C00011
R12212,product,C01330
R12212  OXALOACETATE CARBOXY-LYASE (PYRUVATE-FORMING,substrate,C00036
R12212  OXALOACETATE CARBOXY-LYASE (PYRUVATE-FORMING,substrate,C01330
R12212  OXALOACETATE CARBOXY-LYASE (PYRUVATE-FORMING,product,C00022
R12212  OXALOACETATE CARBOXY-LYASE (PYRUVATE-FORMING,product,C00011
R12212  OXALOACETATE CARBOXY-LYASE (PYRUVATE-FORMING,product,C01330
R01764,substrate,C02137
R01764,product,C00261
R01764,product,C00011
R01764  BENZOYLFORMATE CARBOXY-LYASE (BENZALDEHYDE-FORMING),substrate,C02137
R01764  BENZOYLFORMATE CARBOXY-LYASE (BENZALDEHYDE-FORMING),product,C00261
R01764  BENZOYLFORMATE CARBOXY-LYASE (BENZALDEHYDE-FORMING),product,C00011
R02672,substrate,C03590
R02672,product,C00633
R02672,product,C00011
R02672  4-HYDROXYBENZOYLFORMATE CARBOXY-LYASE,substrate,C03590
R02672  4-HYDROXYBENZOYLFORMATE CARBOXY-LYASE,product,C00633
R02672  4-HYDROXYBENZOYLFORMATE CARBOXY-LYASE,product,C00011
R01908,substrate,C00313
R01908,product,C00798
R01908,product,C00011
R01908  OXALYL-COA CARBOXY-LYASE (FORMYL-COA-FORMING),substrate,C00313
R01908  OXALYL-COA CARBOXY-LYASE (FORMYL-COA-FORMING),product,C00798
R01908  OXALYL-COA CARBOXY-LYASE (FORMYL-COA-FORMING),product,C00011
R00489,substrate,C00049
R00489,product,C00099
R00489,product,C00011
R00489  L-ASPARTATE 1-CARBOXY-LYASE (BETA-ALANINE-FORMING),substrate,C00049
R00489  L-ASPARTATE 1-CARBOXY-LYASE (BETA-ALANINE-FORMING),product,C00099
R00489  L-ASPARTATE 1-CARBOXY-LYASE (BETA-ALANINE-FORMING),product,C00011
R00261,substrate,C00025
R00261,product,C00334
R00261,product,C00011
R00261  L-GLUTAMATE 1-CARBOXY-LYASE (4-AMINOBUTANOATE-FORMING),substrate,C00025
R00261  L-GLUTAMATE 1-CARBOXY-LYASE (4-AMINOBUTANOATE-FORMING),product,C00334
R00261  L-GLUTAMATE 1-CARBOXY-LYASE (4-AMINOBUTANOATE-FORMING),product,C00011
R01682,substrate,C00506
R01682,product,C00245
R01682,product,C00011
R01682  3-SULFO-L-ALANINE CARBOXY-LYASE (TAURINE-FORMING),substrate,C00506
R01682  3-SULFO-L-ALANINE CARBOXY-LYASE (TAURINE-FORMING),product,C00245
R01682  3-SULFO-L-ALANINE CARBOXY-LYASE (TAURINE-FORMING),product,C00011
R02466,substrate,C00606
R02466,product,C00519
R02466,product,C00011
R02466  3-SULFINO-L-ALANINE CARBOXY-LYASE,substrate,C00606
R02466  3-SULFINO-L-ALANINE CARBOXY-LYASE,product,C00519
R02466  3-SULFINO-L-ALANINE CARBOXY-LYASE,product,C00011
R00670,substrate,C00077
R00670,product,C00134
R00670,product,C00011
R00670  L-ORNITHINE CARBOXY-LYASE (PUTRESCINE-FORMING),substrate,C00077
R00670  L-ORNITHINE CARBOXY-LYASE (PUTRESCINE-FORMING),product,C00134
R00670  L-ORNITHINE CARBOXY-LYASE (PUTRESCINE-FORMING),product,C00011
R00462,substrate,C00047
R00462,product,C01672
R00462,product,C00011
R00462  L-LYSINE CARBOXY-LYASE (CADAVERINE-FORMING),substrate,C00047
R00462  L-LYSINE CARBOXY-LYASE (CADAVERINE-FORMING),product,C01672
R00462  L-LYSINE CARBOXY-LYASE (CADAVERINE-FORMING),product,C00011
R00566,substrate,C00062
R00566,product,C00179
R00566,product,C00011
R00566  L-ARGININE CARBOXY-LYASE (AGMATINE-FORMING),substrate,C00062
R00566  L-ARGININE CARBOXY-LYASE (AGMATINE-FORMING),product,C00179
R00566  L-ARGININE CARBOXY-LYASE (AGMATINE-FORMING),product,C00011
R00451,substrate,C00680
R00451,product,C00047
R00451,product,C00011
"R00451  MESO-2,6-DIAMINOHEPTANEDIOATE CARBOXY-LYASE (L-LYSINE-FORMING)",substrate,C00680
"R00451  MESO-2,6-DIAMINOHEPTANEDIOATE CARBOXY-LYASE (L-LYSINE-FORMING)",product,C00047
"R00451  MESO-2,6-DIAMINOHEPTANEDIOATE CARBOXY-LYASE (L-LYSINE-FORMING)",product,C00011
R07405,substrate,C15667
R07405,product,C04751
R07405  5-CARBOXYAMINO-1-(5-PHOSPHO-D-RIBOSYL)IMIDAZOLE CARBOXYMUTASE,substrate,C15667
R07405  5-CARBOXYAMINO-1-(5-PHOSPHO-D-RIBOSYL)IMIDAZOLE CARBOXYMUTASE,product,C04751
R07404,substrate,C00002
R07404,substrate,C03373
R07404,substrate,C00288
R07404,product,C00008
R07404,product,C00009
R07404,product,C15667
R07404  5-AMINO-1-(5-PHOSPHO-D-RIBOSYL)IMIDAZOLE:CARBON-DIOXIDE LIGASE (ADP-FORMING),substrate,C00002
R07404  5-AMINO-1-(5-PHOSPHO-D-RIBOSYL)IMIDAZOLE:CARBON-DIOXIDE LIGASE (ADP-FORMING),substrate,C03373
R07404  5-AMINO-1-(5-PHOSPHO-D-RIBOSYL)IMIDAZOLE:CARBON-DIOXIDE LIGASE (ADP-FORMING),substrate,C00288
R07404  5-AMINO-1-(5-PHOSPHO-D-RIBOSYL)IMIDAZOLE:CARBON-DIOXIDE LIGASE (ADP-FORMING),product,C00008
R07404  5-AMINO-1-(5-PHOSPHO-D-RIBOSYL)IMIDAZOLE:CARBON-DIOXIDE LIGASE (ADP-FORMING),product,C00009
R07404  5-AMINO-1-(5-PHOSPHO-D-RIBOSYL)IMIDAZOLE:CARBON-DIOXIDE LIGASE (ADP-FORMING),product,C15667
R00965,substrate,C01103
R00965,product,C00105
R00965,product,C00011
R00965  OROTIDINE-5'-PHOSPHATE CARBOXY-LYASE (UMP-FORMING),substrate,C01103
R00965  OROTIDINE-5'-PHOSPHATE CARBOXY-LYASE (UMP-FORMING),product,C00105
R00965  OROTIDINE-5'-PHOSPHATE CARBOXY-LYASE (UMP-FORMING),product,C00011
R00345,substrate,C00009
R00345,substrate,C00036
R00345,product,C00001
R00345,product,C00074
R00345,product,C00011
R00345  PHOSPHATE:OXALOACETATE CARBOXY-LYASE (ADDING PHOSPHATE,substrate,C00009
R00345  PHOSPHATE:OXALOACETATE CARBOXY-LYASE (ADDING PHOSPHATE,substrate,C00036
R00345  PHOSPHATE:OXALOACETATE CARBOXY-LYASE (ADDING PHOSPHATE,product,C00001
R00345  PHOSPHATE:OXALOACETATE CARBOXY-LYASE (ADDING PHOSPHATE,product,C00074
R00345  PHOSPHATE:OXALOACETATE CARBOXY-LYASE (ADDING PHOSPHATE,product,C00011
R00431,substrate,C00044
R00431,substrate,C00036
R00431,product,C00035
R00431,product,C00074
R00431,product,C00011
R00431  GTP:OXALOACETATE CARBOXY-LYASE (ADDING GTP,substrate,C00044
R00431  GTP:OXALOACETATE CARBOXY-LYASE (ADDING GTP,substrate,C00036
R00431  GTP:OXALOACETATE CARBOXY-LYASE (ADDING GTP,product,C00035
R00431  GTP:OXALOACETATE CARBOXY-LYASE (ADDING GTP,product,C00074
R00431  GTP:OXALOACETATE CARBOXY-LYASE (ADDING GTP,product,C00011
R00726,substrate,C00081
R00726,substrate,C00036
R00726,product,C00104
R00726,product,C00074
R00726,product,C00011
R00726  ITP:OXALOACETATE CARBOXY-LYASE (ADDING ITP,substrate,C00081
R00726  ITP:OXALOACETATE CARBOXY-LYASE (ADDING ITP,substrate,C00036
R00726  ITP:OXALOACETATE CARBOXY-LYASE (ADDING ITP,product,C00104
R00726  ITP:OXALOACETATE CARBOXY-LYASE (ADDING ITP,product,C00074
R00726  ITP:OXALOACETATE CARBOXY-LYASE (ADDING ITP,product,C00011
R03197,substrate,C01051
R03197,product,C03263
R03197,product,C00011
R03197  UROPORPHYRINOGEN-III CARBOXY-LYASE,substrate,C01051
R03197  UROPORPHYRINOGEN-III CARBOXY-LYASE,product,C03263
R03197  UROPORPHYRINOGEN-III CARBOXY-LYASE,product,C00011
R04972,substrate,C05766
R04972,product,C05768
R04972,product,C00011
R04972  UROPORPHYRINOGEN I CARBOXY-LYASE,substrate,C05766
R04972  UROPORPHYRINOGEN I CARBOXY-LYASE,product,C05768
R04972  UROPORPHYRINOGEN I CARBOXY-LYASE,product,C00011
R00024,substrate,C01182
R00024,substrate,C00011
R00024,substrate,C00001
R00024,product,C00197
R00024  3-PHOSPHO-D-GLYCERATE CARBOXY-LYASE (DIMERIZING,substrate,C01182
R00024  3-PHOSPHO-D-GLYCERATE CARBOXY-LYASE (DIMERIZING,substrate,C00011
R00024  3-PHOSPHO-D-GLYCERATE CARBOXY-LYASE (DIMERIZING,substrate,C00001
R00024  3-PHOSPHO-D-GLYCERATE CARBOXY-LYASE (DIMERIZING,product,C00197
R03140,substrate,C01182
R03140,substrate,C00007
R03140,product,C00197
R03140,product,C00988
"R03140  D-RIBULOSE 1,5-BISPHOSPHATE OXYGENASE",substrate,C01182
"R03140  D-RIBULOSE 1,5-BISPHOSPHATE OXYGENASE",substrate,C00007
"R03140  D-RIBULOSE 1,5-BISPHOSPHATE OXYGENASE",product,C00197
"R03140  D-RIBULOSE 1,5-BISPHOSPHATE OXYGENASE",product,C00988
R03470,substrate,C01278
R03470,product,C03586
R03470,product,C00011
R03470  4-CARBOXYMUCONOLACTONE CARBOXY-LYASE,substrate,C01278
R03470  4-CARBOXYMUCONOLACTONE CARBOXY-LYASE,product,C03586
R03470  4-CARBOXYMUCONOLACTONE CARBOXY-LYASE,product,C00011
R03508,substrate,C01302
R03508,product,C03506
R03508,product,C00011
R03508,product,C00001
R03508  1-(2-CARBOXYPHENYLAMINO)-1-DEOXY-D-RIBULOSE-5-PHOSPHATE CARBOXY-LYASE(CYCLIZING),substrate,C01302
R03508  1-(2-CARBOXYPHENYLAMINO)-1-DEOXY-D-RIBULOSE-5-PHOSPHATE CARBOXY-LYASE(CYCLIZING),product,C03506
R03508  1-(2-CARBOXYPHENYLAMINO)-1-DEOXY-D-RIBULOSE-5-PHOSPHATE CARBOXY-LYASE(CYCLIZING),product,C00011
